,Date,Team,Affected Player,Season,Injury Part,Injury Duration,7_day_distance_avg,28_day_distance_avg,Acute-Chronic Workload Ratio,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj
487,2015-12-26,Spurs,Tim Duncan,2015-16,knee,7,0.7057142857142857,0.7539285714285713,0.9360492657508293,30,22,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,52,9
488,2015-12-27,Trail Blazers,Ed Davis,2015-16,foot,3,0.6942857142857142,0.8200000000000001,0.8466898954703831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2015-12-27,Knicks,Lou Amundson,2015-16,back,9,0.07857142857142857,0.06857142857142857,1.1458333333333337,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2
490,2015-12-28,Suns,Eric Bledsoe,2015-16,knee,278,0.7442857142857143,1.2789285714285712,0.5819603462719912,0,101,0,13,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,114,6
491,2015-12-28,Hawks,Tiago Splitter,2015-16,lower leg,10,0.4242857142857143,0.3139285714285714,1.3515358361774743,15,0,70,9,1,0,0,20,10,0,2,0,7,1,1,0,0,1,1,0,125,13
492,2015-12-28,Bucks,Damien Inglis,2015-16,foot,8,0.02,0.009285714285714286,2.1538461538461537,324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,324,3
493,2015-12-28,Mavericks,Deron Williams,2015-16,upper leg,4,0.23285714285714285,0.8832142857142856,0.2636473918317833,42,4,13,3,0,0,13,0,24,0,4,2,4,2,0,0,2,0,1,0,99,15
494,2015-12-28,Jazz,Alec Burks,2015-16,lower leg,102,0.66,0.8478571428571428,0.7784330244313397,8,0,0,0,0,0,0,281,0,0,1,0,1,0,0,0,0,2,0,0,289,4
495,2015-12-30,Suns,Ronnie Price,2015-16,foot,3,0.7257142857142858,0.6282142857142858,1.1552018192154632,37,0,0,0,0,183,0,0,0,4,7,0,0,0,0,1,0,0,0,1,224,9
496,2015-12-31,Pacers,Ian Mahinmi,2015-16,knee,2,0.7342857142857143,0.8232142857142859,0.8919739696312363,20,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,23,4
497,2016-01-01,Hornets,Al Jefferson,2015-16,knee,49,0.31428571428571433,0.07857142857142857,4.0,57,226,17,19,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,319,10
498,2016-01-01,Knicks,Cleanthony Early,2015-16,knee,79,0.0071428571428571435,0.015,0.4761904761904763,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2
499,2016-01-01,Lakers,Kobe Bryant,2015-16,upper body,6,1.1314285714285717,0.99,1.1428571428571428,257,0,285,0,7,0,42,191,0,0,4,0,1,0,2,0,2,3,0,0,782,12
500,2016-01-02,Mavericks,Devin Harris,2015-16,back,3,0.6228571428571428,0.3650000000000001,1.7064579256360073,125,4,70,7,0,0,17,11,2,0,7,1,7,2,1,0,3,4,1,0,236,26
501,2016-01-04,Raptors,DeMarre Carroll,2015-16,knee,94,0.9771428571428572,0.2864285714285714,3.4114713216957604,8,12,20,9,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,49,7
502,2016-01-04,Celtics,Avery Bradley,2015-16,core and hip,6,0.4614285714285714,1.0328571428571427,0.446749654218534,44,0,0,6,0,5,0,226,0,0,2,0,0,2,0,1,0,1,1,0,281,7
503,2016-01-04,Heat,Hassan Whiteside,2015-16,knee,2,1.2085714285714286,1.0417857142857143,1.1600959890298248,0,6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,10,3
504,2016-01-04,Nets,Jarrett Jack,2015-16,knee,271,0.88,1.0696428571428571,0.8227045075125207,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2
505,2016-01-04,Thunder,Kevin Durant,2015-16,foot,2,1.0142857142857142,1.1425,0.8877774304470146,313,4,0,10,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,327,10
506,2016-01-04,Spurs,Tony Parker,2015-16,core and hip,4,0.8871428571428571,0.9225,0.9616724738675956,1,0,3,17,17,0,0,0,0,0,1,0,1,2,3,0,0,0,1,0,38,8
507,2016-01-05,Bucks,Jerryd Bayless,2015-16,foot,10,0.8200000000000001,0.27142857142857146,3.0210526315789465,34,6,0,0,0,0,0,0,187,0,4,2,0,0,0,0,0,0,1,0,227,7
508,2016-01-06,Wizards,Kris Humphries,2015-16,knee,34,0.3771428571428572,0.4221428571428572,0.8934010152284264,191,14,0,38,0,0,0,4,6,0,3,2,0,2,0,0,0,1,1,0,253,9
509,2016-01-08,Suns,Ronnie Price,2015-16,foot,42,0.7114285714285715,0.6703571428571429,1.061267980820458,40,0,0,0,0,183,0,0,0,4,8,0,0,0,0,1,0,0,0,1,227,10
510,2016-01-08,Grizzlies,Jordan Adams,2015-16,knee,96,0.0,0.0,0.0,0,51,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,51,2
511,2016-01-09,Hawks,Thabo Sefolosha,2015-16,hand,4,0.6885714285714286,0.7075000000000001,0.973245835436648,4,12,148,0,0,0,0,0,0,0,4,2,5,0,0,0,1,0,0,0,164,12
512,2016-01-10,Nuggets,Jameer Nelson,2015-16,core and hip,3,0.7642857142857142,0.9739285714285714,0.7847451411807848,67,11,12,2,4,0,0,120,181,19,5,2,2,1,2,0,0,1,4,4,416,21
513,2016-01-13,Wizards,Marcin Gortat,2015-16,knee,3,0.9771428571428572,1.0446428571428572,0.9353846153846151,207,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,207,2
514,2016-01-13,Heat,Goran Dragic,2015-16,lower leg,16,1.4014285714285717,1.2510714285714286,1.1201827005423923,16,0,3,0,3,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,23,5
515,2016-01-14,Bulls,Pau Gasol,2015-16,upper body,1,1.1928571428571428,1.0253571428571429,1.163357715081853,154,0,34,4,3,0,0,0,0,0,5,0,4,1,1,0,0,1,0,0,195,12
516,2016-01-14,Lakers,Brandon Bass,2015-16,foot,3,0.74,0.6964285714285714,1.0625641025641026,2,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,18,3
517,2016-01-15,Nuggets,Jusuf Nurkic,2015-16,foot,6,0.4671428571428571,0.2167857142857143,2.1548599670510704,0,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,2
518,2016-01-17,Lakers,Larry Nance Jr.,2015-16,knee,9,1.0071428571428571,0.9117857142857144,1.1045828437132788,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2
519,2016-01-18,Bulls,Joakim Noah,2015-16,upper body,257,0.777142857142857,0.2335714285714285,3.327217125382263,67,3,0,0,0,0,67,17,0,3,7,1,0,0,0,0,1,2,0,1,157,12
520,2016-01-20,Mavericks,Raymond Felton,2015-16,head and neck,2,0.88,0.8849999999999999,0.994350282485876,66,0,0,13,0,0,25,0,2,0,6,0,0,1,0,0,1,0,1,1,106,10
521,2016-01-20,Heat,Chris Andersen,2015-16,knee,30,0.02428571428571429,0.047857142857142855,0.5074626865671643,27,70,0,4,20,9,76,33,25,0,2,9,0,1,2,1,2,1,2,0,264,20
522,2016-01-20,Mavericks,Dirk Nowitzki,2015-16,knee,2,0.8085714285714286,0.9421428571428572,0.8582259287338895,10,74,0,0,0,2,0,0,0,0,2,4,0,0,0,1,0,0,0,0,86,7
523,2016-01-21,Nuggets,Jameer Nelson,2015-16,hand,7,0.28,0.7457142857142857,0.3754789272030651,67,11,12,2,4,0,0,120,184,19,5,2,2,1,2,0,1,1,4,4,419,22
524,2016-01-21,Spurs,Tony Parker,2015-16,core and hip,1,0.6471428571428571,0.7742857142857144,0.8357933579335792,1,0,3,17,17,0,0,0,4,0,1,0,1,2,3,0,0,0,2,0,42,9
525,2016-01-22,Spurs,LaMarcus Aldridge,2015-16,back,3,0.4671428571428571,0.87,0.5369458128078818,14,0,0,0,11,0,0,12,0,0,3,0,0,0,2,0,0,1,0,0,37,6
526,2016-01-23,Pelicans,Eric Gordon,2015-16,hand,35,0.6128571428571429,0.9775,0.6269638290098647,3,136,27,0,0,0,21,45,5,0,1,2,3,0,0,0,3,3,1,0,237,13
527,2016-01-24,Mavericks,Zaza Pachulia,2015-16,foot,5,1.1171428571428568,0.9592857142857142,1.1645569620253164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2016-01-25,Spurs,Tim Duncan,2015-16,knee,16,0.19285714285714287,0.4878571428571428,0.3953147877013178,30,29,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,59,10
529,2016-01-26,Lakers,Kobe Bryant,2015-16,upper body,2,0.8157142857142857,0.6317857142857142,1.2911249293386096,257,0,285,0,7,0,42,197,0,0,4,0,1,0,2,0,2,4,0,0,788,13
530,2016-01-26,Wizards,Bradley Beal,2015-16,head and neck,2,0.35428571428571426,0.26785714285714285,1.3226666666666669,33,0,20,181,0,0,21,0,0,0,3,0,1,1,0,0,1,0,0,1,255,7
531,2016-01-26,Mavericks,Devin Harris,2015-16,foot,26,0.5742857142857142,0.5928571428571427,0.9686746987951808,125,4,70,7,3,0,17,11,2,0,8,1,7,2,1,0,3,4,1,0,239,27
532,2016-01-27,Warriors,Festus Ezeli,2015-16,knee,67,0.3357142857142857,0.325,1.0329670329670328,40,336,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,376,3
533,2016-01-28,Nuggets,Joffrey Lauvergne,2015-16,foot,4,0.5914285714285715,0.32,1.848214285714286,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2
534,2016-01-29,Thunder,Cameron Payne,2015-16,head and neck,3,0.4957142857142857,0.6717857142857143,0.7379053694843168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2016-01-29,Knicks,Jose Calderon,2015-16,upper leg,6,0.7757142857142857,1.0567857142857142,0.7340317674890166,236,4,28,0,3,4,0,0,27,0,5,1,2,1,1,1,0,0,2,0,302,13
536,2016-01-29,Heat,Tyler Johnson,2015-16,upper body,89,0.8014285714285714,1.0035714285714286,0.798576512455516,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,10,2
537,2016-02-01,Mavericks,Salah Mejri,2015-16,knee,4,0.5157142857142858,0.2903571428571429,1.7761377613776141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2016-02-01,Hawks,Tiago Splitter,2015-16,core and hip,151,0.6671428571428571,0.5271428571428571,1.2655826558265584,15,0,80,9,1,0,0,20,10,0,2,0,7,1,1,0,0,1,2,0,135,14
539,2016-02-01,Nuggets,Jameer Nelson,2015-16,hand,28,0.3357142857142857,0.34607142857142864,0.9700722394220844,67,11,12,2,4,0,7,120,184,19,5,2,2,1,2,0,2,1,4,4,426,23
540,2016-02-02,Timberwolves,Nikola Pekovic,2015-16,foot,607,0.2557142857142857,0.3375,0.7576719576719576,353,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,355,9
541,2016-02-02,Raptors,James Johnson,2015-16,foot,17,0.6428571428571429,0.5092857142857142,1.2622720897615711,8,0,0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,15,6
542,2016-02-02,Lakers,Larry Nance Jr.,2015-16,knee,17,0.5614285714285715,0.5592857142857143,1.003831417624521,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,3
543,2016-02-03,Cavaliers,Matthew Dellavedova,2015-16,upper leg,15,0.7957142857142856,0.8792857142857144,0.9049553208773352,0,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33,2
544,2016-02-03,Mavericks,Deron Williams,2015-16,core and hip,2,1.09,1.1064285714285715,0.9851517107811492,42,4,13,7,0,0,13,0,24,0,4,2,4,2,0,0,2,0,2,0,103,16
545,2016-02-03,Magic,Dewayne Dedmon,2015-16,foot,2,0.17857142857142858,0.11,1.6233766233766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2016-02-04,Trail Blazers,Noah Vonleh,2015-16,foot,15,0.5614285714285714,0.5675,0.9893014474512272,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2
547,2016-02-04,Rockets,Terrence Jones,2015-16,head and neck,19,0.48,0.7882142857142858,0.6089714544630721,0,0,0,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,72,3
548,2016-02-05,Knicks,Carmelo Anthony,2015-16,knee,2,1.3071428571428572,0.8839285714285714,1.4787878787878788,23,257,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,1,0,0,285,11
549,2016-02-05,76ers,Richaun Holmes,2015-16,foot,3,0.08285714285714285,0.29250000000000004,0.2832722832722832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2016-02-05,Wizards,Nene,2015-16,lower leg,4,0.5271428571428571,0.6403571428571428,0.8232013385387619,5,45,39,0,0,0,0,4,0,0,2,2,2,0,0,0,0,1,0,0,93,7
551,2016-02-07,Magic,Tobias Harris,2015-16,foot,12,1.3257142857142858,0.8446428571428573,1.5695560253699787,25,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,26,5
552,2016-02-07,Knicks,Lance Thomas,2015-16,head and neck,2,0.7728571428571429,0.7192857142857142,1.0744786494538234,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2
553,2016-02-07,Clippers,Austin Rivers,2015-16,hand,24,0.2828571428571429,0.624642857142857,0.4528301886792454,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,2,0,0,0,206,2
554,2016-02-08,Lakers,Roy Hibbert,2015-16,foot,2,0.4657142857142857,0.7257142857142856,0.641732283464567,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,2,0,0,0,1,8,4
555,2016-02-09,Wizards,Gary Neal,2015-16,upper leg,28,0.5142857142857143,0.5182142857142857,0.9924190213645764,0,0,0,7,0,0,0,9,0,2,0,0,0,2,0,0,0,1,0,1,18,4
556,2016-02-09,Lakers,Anthony Brown,2015-16,foot,15,0.045714285714285714,0.6567857142857143,0.06960304513322457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2016-02-10,Grizzlies,Marc Gasol,2015-16,foot,234,0.6557142857142857,0.8399999999999999,0.7806122448979593,2,50,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,1,60,4
558,2016-02-10,Spurs,Matt Bonner,2015-16,lower leg,24,0.04142857142857143,0.045,0.9206349206349206,14,56,29,0,2,0,28,0,0,0,1,2,4,0,1,0,1,0,0,0,129,9
559,2016-02-23,Rockets,Donatas Motiejunas,2015-16,back,4,0.0,0.0,0.0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,248,2
560,2016-02-25,Celtics,James Young,2015-16,lower leg,8,0.03571428571428571,0.025714285714285717,1.3888888888888888,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,1,0,0,24,2
561,2016-02-26,Lakers,Kobe Bryant,2015-16,upper body,5,1.0571428571428572,0.7092857142857143,1.4904330312185297,257,0,285,0,7,0,42,199,0,0,4,0,1,0,2,0,2,5,0,0,790,14
562,2016-02-28,Cavaliers,Mo Williams,2015-16,knee,27,0.03714285714285714,0.15464285714285714,0.2401847575057737,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,5,3
563,2016-02-28,Magic,Evan Fournier,2015-16,hand,5,1.4928571428571429,1.0667857142857142,1.3993973886842983,0,4,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,1,0,44,3
564,2016-02-29,Grizzlies,Brandan Wright,2015-16,knee,123,0.5185714285714286,0.2175,2.38423645320197,3,0,8,0,28,0,3,445,0,8,1,1,1,0,1,0,1,3,0,1,495,9
565,2016-02-29,Nuggets,Danilo Gallinari,2015-16,foot,215,0.9657142857142856,0.8982142857142857,1.075149105367793,29,244,4,0,20,0,12,0,0,0,3,5,1,0,2,0,1,0,0,0,309,12
566,2016-03-01,Warriors,Andre Iguodala,2015-16,upper leg,2,0.8728571428571429,0.6910714285714287,1.263049095607235,35,14,0,24,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,73,7
567,2016-03-02,Bucks,Steve Novak,2015-16,knee,213,0.19714285714285712,0.053214285714285714,3.7046979865771807,0,0,0,0,15,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,15,4
568,2016-03-02,Lakers,Lou Williams,2015-16,upper leg,11,0.5157142857142857,0.6296428571428571,0.819058423142371,2,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,18,3
569,2016-03-04,Magic,Victor Oladipo,2015-16,back,3,1.508571428571429,1.1892857142857145,1.2684684684684684,4,4,0,0,0,0,0,0,0,22,2,1,0,0,1,0,0,0,0,2,30,6
570,2016-03-04,Lakers,Kobe Bryant,2015-16,upper body,2,0.10142857142857142,0.5232142857142857,0.1938566552901024,257,0,285,0,7,0,42,204,0,0,4,0,1,0,2,0,2,6,0,0,795,15
571,2016-03-05,Bulls,Cameron Bairstow,2015-16,back,9,0.11,0.11964285714285715,0.9194029850746268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2016-03-05,Spurs,LaMarcus Aldridge,2015-16,head and neck,2,1.01,0.8867857142857145,1.1389448248086989,14,0,0,0,14,0,0,12,0,0,3,0,0,0,2,0,0,1,0,1,40,7
573,2016-03-06,Lakers,Anthony Brown,2015-16,foot,209,0.9514285714285714,0.33142857142857146,2.8706896551724133,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,2
574,2016-03-06,76ers,Joel Embiid,2015-16,foot,209,0.0,0.0,0.0,337,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,337,2
575,2016-03-07,Warriors,Andre Iguodala,2015-16,upper leg,2,0.13428571428571429,0.5732142857142858,0.23426791277258566,35,14,0,26,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,75,8
576,2016-03-08,Magic,Nikola Vucevic,2015-16,upper leg,23,0.8471428571428572,0.7700000000000001,1.1001855287569573,0,5,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12,3
577,2016-03-12,Wizards,Alan Anderson,2015-16,foot,2,0.3885714285714286,0.2642857142857143,1.4702702702702704,151,9,0,0,12,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,172,5
578,2016-03-14,Grizzlies,PJ Hairston,2015-16,upper leg,20,1.1757142857142855,0.7535714285714287,1.5601895734597155,5,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,13,3
579,2016-03-14,Bulls,Pau Gasol,2015-16,knee,7,0.9185714285714284,0.9260714285714284,0.9919012726571538,154,0,34,4,3,0,0,1,0,0,5,1,4,1,1,0,0,1,0,0,196,13
580,2016-03-14,Warriors,Andre Iguodala,2015-16,foot,22,0.3842857142857144,0.545,0.7051114023591089,35,14,0,28,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,77,9
581,2016-03-15,Celtics,Jae Crowder,2015-16,foot,16,0.4371428571428572,0.8364285714285715,0.5226302305721605,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,5,2
582,2016-03-15,Lakers,Kobe Bryant,2015-16,upper body,7,0.5371428571428571,0.4842857142857143,1.1091445427728617,257,0,285,0,7,0,42,206,0,0,4,0,1,0,2,0,2,7,0,0,797,16
583,2016-03-16,Celtics,Jonas Jerebko,2015-16,foot,5,0.62,0.5732142857142858,1.081619937694704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,2016-03-16,Wizards,Alan Anderson,2015-16,foot,3,0.18,0.27214285714285713,0.6614173228346457,153,9,0,0,12,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,174,6
585,2016-03-17,Pacers,Ian Mahinmi,2015-16,back,2,0.7542857142857142,0.9485714285714286,0.7951807228915662,20,2,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,1,0,25,5
586,2016-03-18,76ers,Richaun Holmes,2015-16,foot,5,0.12142857142857146,0.39821428571428574,0.30493273542600896,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2
587,2016-03-18,Raptors,James Johnson,2015-16,foot,2,0.6357142857142858,0.5324999999999999,1.1938296445338703,25,0,0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,32,7
588,2016-03-20,Raptors,Patrick Patterson,2015-16,foot,5,0.9714285714285714,1.0007142857142857,0.9707351891506067,7,1,2,0,0,22,0,0,0,0,2,1,1,0,0,1,0,0,0,0,32,5
589,2016-03-20,Mavericks,Chandler Parsons,2015-16,knee,233,0.9457142857142858,1.0742857142857145,0.8803191489361704,14,198,0,0,3,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,215,6
590,2016-03-21,Wizards,Alan Anderson,2015-16,foot,18,0.19142857142857145,0.3121428571428571,0.6132723112128148,156,9,0,0,12,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,177,7
591,2016-03-22,Lakers,Ryan Kelly,2015-16,hand,5,0.4128571428571428,0.15785714285714286,2.6153846153846154,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,2
592,2016-03-22,Thunder,Kyle Singler,2015-16,back,6,0.4985714285714286,0.6646428571428571,0.7501343363782914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2016-03-25,Spurs,Kawhi Leonard,2015-16,upper leg,5,0.9714285714285716,1.1667857142857143,0.8325681052953781,0,34,0,2,0,0,62,0,0,3,0,4,0,2,0,0,3,0,0,1,101,10
594,2016-03-25,Raptors,Terrence Ross,2015-16,hand,5,0.9014285714285716,0.8925000000000001,1.0100040016006402,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,10,3
595,2016-03-30,Bucks,Michael Carter-Williams,2015-16,core and hip,185,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2
596,2016-04-01,Kings,Marco Belinelli,2015-16,foot,183,0.10142857142857142,0.5114285714285715,0.1983240223463687,54,0,2,24,6,0,0,0,0,0,6,0,1,2,1,0,0,0,0,0,86,10
597,2016-04-01,Knicks,Jose Calderon,2015-16,upper leg,91,0.6128571428571429,1.017857142857143,0.6021052631578947,236,4,28,6,3,4,0,0,27,0,5,1,2,2,1,1,0,0,2,0,308,14
598,2016-04-02,Kings,Omri Casspi,2015-16,upper leg,5,0.9142857142857144,0.9071428571428573,1.0078740157480317,0,24,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,24,3
599,2016-04-02,Bulls,Derrick Rose,2015-16,arm,3,1.0628571428571427,1.0174999999999998,1.0445770445770446,25,355,3,0,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,1,384,11
600,2016-04-03,Magic,C.J. Watson,2015-16,foot,3,0.3771428571428572,0.6660714285714286,0.5662198391420912,79,0,0,25,0,15,0,0,0,0,3,0,0,1,0,3,0,0,0,0,119,7
601,2016-04-03,Hornets,Al Jefferson,2015-16,upper leg,2,0.41,0.72,0.5694444444444445,57,275,17,19,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,368,11
602,2016-04-03,Cavaliers,Kyrie Irving,2015-16,foot,2,1.0257142857142856,1.1689285714285715,0.8774824320195538,0,62,0,0,0,15,20,19,0,5,1,3,0,0,0,1,1,1,0,1,121,8
603,2016-04-03,Clippers,Paul Pierce,2015-16,foot,3,0.22285714285714286,0.3560714285714286,0.625877632898696,68,12,0,2,0,0,9,0,0,0,4,1,0,1,0,0,2,0,0,0,91,8
604,2016-04-05,Hornets,Nicolas Batum,2015-16,knee,3,0.9642857142857144,1.272857142857143,0.7575757575757577,4,14,0,0,3,0,3,271,0,0,1,4,0,0,1,0,1,2,0,0,295,9
605,2016-04-05,Bulls,E'Twaun Moore,2015-16,upper leg,4,1.0771428571428572,0.5825000000000001,1.849172286940527,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2
606,2016-04-05,Spurs,Boris Diaw,2015-16,upper leg,8,0.2657142857142857,0.5035714285714287,0.5276595744680851,0,0,0,0,43,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,45,6
607,2016-04-06,Celtics,Evan Turner,2015-16,head and neck,2,1.0285714285714287,1.0014285714285716,1.0271041369472182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2016-04-06,Clippers,Austin Rivers,2015-16,foot,4,0.9314285714285716,0.8578571428571429,1.0857618651124064,0,0,0,0,0,0,230,0,0,0,1,0,0,0,0,0,2,0,0,0,230,3
609,2016-04-06,Clippers,Wesley Johnson,2015-16,foot,4,1.1042857142857143,0.835357142857143,1.3219324497648566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2016-04-06,Wizards,John Wall,2015-16,knee,178,1.0214285714285714,1.2114285714285715,0.8431603773584905,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,8,2
611,2016-04-08,Hornets,Jeremy Lamb,2015-16,foot,2,0.5657142857142857,0.3935714285714286,1.437386569872958,0,0,0,0,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29,2
612,2016-04-08,Magic,Aaron Gordon,2015-16,head and neck,5,0.9957142857142858,1.087142857142857,0.9159001314060448,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,60,4
613,2016-04-09,Cavaliers,Mo Williams,2015-16,knee,23,0.2814285714285715,0.13964285714285715,2.0153452685421995,0,29,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,32,4
614,2016-04-10,Raptors,Delon Wright,2015-16,core and hip,2,0.28,0.2542857142857143,1.1011235955056178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2016-04-11,Hornets,Cody Zeller,2015-16,upper body,2,0.8042857142857143,0.9207142857142856,0.873545384018619,2,0,0,0,0,0,0,207,0,0,1,0,0,0,0,0,0,4,0,0,209,5
616,2016-04-12,Pacers,CJ Miles,2015-16,upper body,172,0.5957142857142858,0.5339285714285714,1.1157190635451506,15,0,8,4,0,0,51,0,0,5,3,0,1,1,0,0,2,1,0,1,83,9
617,2016-04-13,Cavaliers,Iman Shumpert,2015-16,knee,4,0.33714285714285713,0.7942857142857144,0.4244604316546762,0,287,0,5,0,0,45,12,0,0,0,5,0,2,0,0,1,2,0,0,349,10
618,2016-04-13,Jazz,Rudy Gobert,2015-16,foot,171,0.7214285714285715,0.9814285714285712,0.7350800582241632,1,24,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,25,3
619,2016-04-13,Pistons,Reggie Jackson,2015-16,core and hip,4,0.6528571428571429,0.9810714285714284,0.6654532216963962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2016-04-13,Magic,Victor Oladipo,2015-16,head and neck,171,0.7042857142857143,1.0764285714285715,0.6542800265428003,4,4,0,0,3,0,0,0,0,22,2,1,0,0,1,0,0,0,0,3,33,7
