,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
617,778,778,778,22174.0,2016-02-02,Lakers,,Larry Nance Jr.,placed on IL with sore right knee ,Larry Nance Jr.,2015-16,sore right knee ,knee,17,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,3,98,Regular Season,02/02/2016,01/26/2016,01/05/2016,04/16/2016,0,1626204,1610612747
618,779,779,779,22182.0,2016-02-03,Cavaliers,,Matthew Dellavedova,placed on IL with sore/strained left hamstring,Matthew Dellavedova,2015-16,sore,upper leg,15,0,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33,2,99,Regular Season,02/03/2016,01/27/2016,01/06/2016,04/16/2016,0,203521,1610612739
619,780,780,780,22191.0,2016-02-03,Mavericks,,Deron Williams,placed on IL with bruised hip,Deron Williams,2015-16,bruised hip,core and hip,2,42,4,13,7,0,0,13,0,24,0,4,2,4,2,0,0,2,0,2,0,103,16,99,Regular Season,02/03/2016,01/27/2016,01/06/2016,04/16/2016,0,101114,1610612742
620,781,781,781,22189.0,2016-02-03,Magic,,Dewayne Dedmon,placed on IL with foot injury,Dewayne Dedmon,2015-16,foot injury,foot,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,02/03/2016,01/27/2016,01/06/2016,04/16/2016,0,203473,1610612753
621,782,782,782,22193.0,2016-02-04,Trail Blazers,,Noah Vonleh,placed on IL with sprained left ankle,Noah Vonleh,2015-16,sprained left ankle,foot,15,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,100,Regular Season,02/04/2016,01/28/2016,01/07/2016,04/16/2016,0,203943,1610612757
622,783,783,783,22197.0,2016-02-04,Rockets,,Terrence Jones,placed on IL with injuries suffered in car accident  / concussion ,Terrence Jones,2015-16,injuries suffered in car accident  ,head and neck,19,0,0,0,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,72,3,100,Regular Season,02/04/2016,01/28/2016,01/07/2016,04/16/2016,0,203093,1610612745
623,784,784,784,22204.0,2016-02-05,Knicks,,Carmelo Anthony,placed on IL with sore left knee,Carmelo Anthony,2015-16,sore left knee,knee,2,23,257,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,1,0,0,285,11,101,Regular Season,02/05/2016,01/29/2016,01/08/2016,04/16/2016,0,2546,1610612752
624,785,785,785,22200.0,2016-02-05,76ers,,Richaun Holmes,placed on IL with strained right ankle  /calf ,Richaun Holmes,2015-16,strained right ankle  ,foot,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Regular Season,02/05/2016,01/29/2016,01/08/2016,04/16/2016,0,1626158,1610612755
625,786,786,786,22215.0,2016-02-05,Wizards,,Nene,placed on IL with strained left calf,Nene,2015-16,strained left calf,lower leg,4,5,45,39,0,0,0,0,4,0,0,2,2,2,0,0,0,0,1,0,0,93,7,101,Regular Season,02/05/2016,01/29/2016,01/08/2016,04/16/2016,0,2403,1610612764
626,787,787,787,22229.0,2016-02-07,Magic,,Tobias Harris,placed on IL with sore left ankle,Tobias Harris,2015-16,sore left ankle,foot,12,25,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,26,5,103,Regular Season,02/07/2016,01/31/2016,01/10/2016,04/16/2016,0,202699,1610612753
627,788,788,788,22227.0,2016-02-07,Knicks,,Lance Thomas,placed on IL with concussion,Lance Thomas,2015-16,concussion,head and neck,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2,103,Regular Season,02/07/2016,01/31/2016,01/10/2016,04/16/2016,0,202498,1610612752
628,789,789,789,22225.0,2016-02-07,Clippers,,Austin Rivers,placed on IL with fractured left hand,Austin Rivers,2015-16,fractured left hand,hand,24,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,2,0,0,0,206,2,103,Regular Season,02/07/2016,01/31/2016,01/10/2016,04/16/2016,0,203085,1610612746
629,790,790,790,22237.0,2016-02-08,Lakers,,Roy Hibbert,placed on IL with ankle injury,Roy Hibbert,2015-16,ankle injury,foot,2,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,2,0,0,0,1,8,4,104,Regular Season,02/08/2016,02/01/2016,01/11/2016,04/16/2016,0,201579,1610612747
630,791,791,791,22246.0,2016-02-09,Wizards,,Gary Neal,placed on IL with sore right leg,Gary Neal,2015-16,sore right leg,upper leg,28,0,0,0,7,0,0,0,9,0,2,0,0,0,2,0,0,0,1,0,1,18,4,105,Regular Season,02/09/2016,02/02/2016,01/12/2016,04/16/2016,0,202390,1610612764
631,792,792,792,22243.0,2016-02-09,Lakers,,Anthony Brown,placed on IL with sore ankle,Anthony Brown,2015-16,sore ankle,foot,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,Regular Season,02/09/2016,02/02/2016,01/12/2016,04/16/2016,0,1626148,1610612747
632,793,793,793,22250.0,2016-02-10,Grizzlies,,Marc Gasol,placed on IL with fractured right foot (out for season),Marc Gasol,2015-16,fractured right foot ,foot,234,2,50,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,1,60,4,106,Regular Season,02/10/2016,02/03/2016,01/13/2016,04/16/2016,0,201188,1610612763
633,794,794,794,22253.0,2016-02-10,Spurs,,Matt Bonner,placed on IL with strained left calf,Matt Bonner,2015-16,strained left calf,lower leg,24,14,56,29,0,2,0,28,0,0,0,1,2,4,0,1,0,1,0,0,0,129,9,106,Regular Season,02/10/2016,02/03/2016,01/13/2016,04/16/2016,0,2588,1610612759
634,795,795,795,22268.0,2016-02-19,Hornets,,Michael Kidd-Gilchrist,placed on IL recovering from surgeyr on right shoulder to repair torn labrum (out for season),Michael Kidd-Gilchrist,2015-16,L recovering from surgeyr on right shoulder to repair torn labrum (out for season),upper body,225,123,0,0,0,0,0,39,93,3,4,3,0,0,0,0,0,1,2,1,1,262,8,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,203077,1610612766
635,796,796,796,22259.0,2016-02-19,Celtics,,Kelly Olynyk,placed on IL with bruised right shoulder,Kelly Olynyk,2015-16,bruised right shoulder,upper body,26,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,2,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,203482,1610612738
636,797,797,797,22279.0,2016-02-19,Pelicans,,Tyreke Evans,placed on IL recovering from surgery on right knee (out for season),Tyreke Evans,2015-16,L recovering from surgery on right knee (out for season),knee,300,37,54,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,1,100,8,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,201936,1610612740
637,798,798,798,22285.0,2016-02-19,Suns,,T.J. Warren,placed on IL with stress fracture in right foot (out for season),T.J. Warren,2015-16,stress fracture in right foot ,foot,225,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,11,2,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,203933,1610612756
638,799,799,799,22267.0,2016-02-19,Heat,,Chris Bosh,placed on IL with blood clots in leg (out for season),Chris Bosh,2015-16,blood clots in leg ,upper leg,133,28,41,22,0,0,0,0,0,21,177,2,2,2,1,0,0,0,0,1,1,289,9,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,2547,1610612748
639,800,800,800,22269.0,2016-02-19,Hornets,,Spencer Hawes,placed on IL with strained lower back,Spencer Hawes,2015-16,strained lower back,back,24,18,27,0,0,0,0,0,0,7,0,3,2,0,0,1,0,0,0,1,0,52,7,115,Regular Season,02/19/2016,02/12/2016,01/22/2016,04/16/2016,0,201150,1610612766
640,801,801,801,22301.0,2016-02-23,Rockets,,Donatas Motiejunas,placed on IL with back injury,Donatas Motiejunas,2015-16,back injury,back,4,0,0,0,0,248,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,248,2,119,Regular Season,02/23/2016,02/16/2016,01/26/2016,04/16/2016,0,202700,1610612745
641,802,802,802,22307.0,2016-02-25,Celtics,,James Young,placed on IL with strained calf,James Young,2015-16,strained calf,lower leg,8,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,1,0,0,24,2,121,Regular Season,02/25/2016,02/18/2016,01/28/2016,04/16/2016,0,203923,1610612738
642,803,803,803,22308.0,2016-02-26,Lakers,,Kobe Bryant,placed on IL with sore right shoulder,Kobe Bryant,2015-16,sore right shoulder,upper body,5,257,0,285,0,7,0,42,199,0,0,4,0,1,0,2,0,2,5,0,0,790,14,122,Regular Season,02/26/2016,02/19/2016,01/29/2016,04/16/2016,0,977,1610612747
643,804,804,804,22314.0,2016-02-28,Cavaliers,,Mo Williams,placed on IL with left knee injury,Mo Williams,2015-16,left knee injury,knee,27,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,5,3,124,Regular Season,02/28/2016,02/21/2016,01/31/2016,04/16/2016,0,2590,1610612739
644,805,805,805,22315.0,2016-02-28,Magic,,Evan Fournier,placed on IL with right hip injury / right wrist injury  (out for season),Evan Fournier,2015-16,right hip injury ,hand,5,0,4,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,1,0,44,3,124,Regular Season,02/28/2016,02/21/2016,01/31/2016,04/16/2016,0,203095,1610612753
645,806,806,806,22318.0,2016-02-29,Grizzlies,,Brandan Wright,placed on IL with sprained MCL in right knee (out for season),Brandan Wright,2015-16,sprained MCL in right knee ,knee,123,3,0,8,0,28,0,3,445,0,8,1,1,1,0,1,0,1,3,0,1,495,9,125,Regular Season,02/29/2016,02/22/2016,02/01/2016,04/16/2016,0,201148,1610612763
646,807,807,807,22319.0,2016-02-29,Nuggets,,Danilo Gallinari,placed on IL with torn ligaments in right ankle (out for season),Danilo Gallinari,2015-16,torn ligaments in right ankle ,foot,215,29,244,4,0,20,0,12,0,0,0,3,5,1,0,2,0,1,0,0,0,309,12,125,Regular Season,02/29/2016,02/22/2016,02/01/2016,04/16/2016,0,201568,1610612743
647,808,808,808,22323.0,2016-03-01,Warriors,,Andre Iguodala,placed on IL with tighness in hamstring,Andre Iguodala,2015-16,tighness in hamstring,upper leg,2,35,14,0,24,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,73,7,126,Regular Season,03/01/2016,02/23/2016,02/02/2016,04/16/2016,0,2738,1610612744
648,809,809,809,22325.0,2016-03-02,Bucks,,Steve Novak,placed on IL with sprained MCL in left knee (out for season),Steve Novak,2015-16,sprained MCL in left knee ,knee,213,0,0,0,0,15,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,15,4,127,Regular Season,03/02/2016,02/24/2016,02/03/2016,04/16/2016,0,200779,1610612749
649,810,810,810,22328.0,2016-03-02,Lakers,,Lou Williams,placed on IL with strained left hamstring,Lou Williams,2015-16,strained left hamstring,upper leg,11,2,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,18,3,127,Regular Season,03/02/2016,02/24/2016,02/03/2016,04/16/2016,0,101150,1610612747
650,811,811,811,22343.0,2016-03-04,Magic,,Victor Oladipo,placed on IL with bruised/sore lower back,Victor Oladipo,2015-16,bruised,back,3,4,4,0,0,0,0,0,0,0,22,2,1,0,0,1,0,0,0,0,2,30,6,129,Regular Season,03/04/2016,02/26/2016,02/05/2016,04/16/2016,0,203506,1610612753
651,812,812,812,22341.0,2016-03-04,Lakers,,Kobe Bryant,placed on IL with sore right shoulder,Kobe Bryant,2015-16,sore right shoulder,upper body,2,257,0,285,0,7,0,42,204,0,0,4,0,1,0,2,0,2,6,0,0,795,15,129,Regular Season,03/04/2016,02/26/2016,02/05/2016,04/16/2016,0,977,1610612747
652,813,813,813,22347.0,2016-03-05,Bulls,,Cameron Bairstow,placed on IL with back injury,Cameron Bairstow,2015-16,back injury,back,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Regular Season,03/05/2016,02/27/2016,02/06/2016,04/16/2016,0,203946,1610612741
653,814,814,814,22350.0,2016-03-05,Spurs,,LaMarcus Aldridge,placed on IL with migraine headache,LaMarcus Aldridge,2015-16,migraine headache,head and neck,2,14,0,0,0,14,0,0,12,0,0,3,0,0,0,2,0,0,1,0,1,40,7,130,Regular Season,03/05/2016,02/27/2016,02/06/2016,04/16/2016,0,200746,1610612759
654,815,815,815,22359.0,2016-03-06,Lakers,,Anthony Brown,placed on IL with stress reaction in right foot (out for season),Anthony Brown,2015-16,stress reaction in right foot ,foot,209,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,2,131,Regular Season,03/06/2016,02/28/2016,02/07/2016,04/16/2016,0,1626148,1610612747
655,816,816,816,22357.0,2016-03-06,76ers,,Joel Embiid,placed on IL with foot injury (out for season),Joel Embiid,2015-16,foot injury ,foot,209,337,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,337,2,131,Regular Season,03/06/2016,02/28/2016,02/07/2016,04/16/2016,0,203954,1610612755
656,817,817,817,22369.0,2016-03-07,Warriors,,Andre Iguodala,placed on IL with tightness in left hamstring,Andre Iguodala,2015-16,tightness in left hamstring,upper leg,2,35,14,0,26,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,75,8,132,Regular Season,03/07/2016,02/29/2016,02/08/2016,04/16/2016,0,2738,1610612744
657,818,818,818,22372.0,2016-03-08,Magic,,Nikola Vucevic,placed on IL with strained right groin,Nikola Vucevic,2015-16,strained right groin,upper leg,23,0,5,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12,3,133,Regular Season,03/08/2016,03/01/2016,02/09/2016,04/16/2016,0,202696,1610612753
658,819,819,819,22394.0,2016-03-12,Wizards,,Alan Anderson,placed on IL with ankle injury,Alan Anderson,2015-16,ankle injury,foot,2,151,9,0,0,12,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,172,5,137,Regular Season,03/12/2016,03/05/2016,02/13/2016,04/16/2016,0,101187,1610612764
659,820,820,820,22400.0,2016-03-14,Grizzlies,,PJ Hairston,placed on IL with strained left groin,PJ Hairston,2015-16,strained left groin,upper leg,20,5,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,13,3,139,Regular Season,03/14/2016,03/07/2016,02/15/2016,04/16/2016,0,203798,1610612763
660,821,821,821,22398.0,2016-03-14,Bulls,,Pau Gasol,placed on IL with swelling in right knee,Pau Gasol,2015-16,swelling in right knee,knee,7,154,0,34,4,3,0,0,1,0,0,5,1,4,1,1,0,0,1,0,0,196,13,139,Regular Season,03/14/2016,03/07/2016,02/15/2016,04/16/2016,0,2200,1610612741
661,822,822,822,22402.0,2016-03-14,Warriors,,Andre Iguodala,placed on IL with sprained left ankle,Andre Iguodala,2015-16,sprained left ankle,foot,22,35,14,0,28,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,77,9,139,Regular Season,03/14/2016,03/07/2016,02/15/2016,04/16/2016,0,2738,1610612744
662,823,823,823,22409.0,2016-03-15,Celtics,,Jae Crowder,placed on IL with sprained right ankle,Jae Crowder,2015-16,sprained right ankle,foot,16,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,5,2,140,Regular Season,03/15/2016,03/08/2016,02/16/2016,04/16/2016,0,203109,1610612738
663,824,824,824,22411.0,2016-03-15,Lakers,,Kobe Bryant,placed on IL with sore right shoulder,Kobe Bryant,2015-16,sore right shoulder,upper body,7,257,0,285,0,7,0,42,206,0,0,4,0,1,0,2,0,2,7,0,0,797,16,140,Regular Season,03/15/2016,03/08/2016,02/16/2016,04/16/2016,0,977,1610612747
664,825,825,825,22412.0,2016-03-16,Celtics,,Jonas Jerebko,placed on IL with sore left ankle,Jonas Jerebko,2015-16,sore left ankle,foot,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Regular Season,03/16/2016,03/09/2016,02/17/2016,04/16/2016,0,201973,1610612738
665,826,826,826,22417.0,2016-03-16,Warriors,,Kevon Looney,placed on IL with sore right hip,Kevon Looney,2015-16,sore right hip,core and hip,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Regular Season,03/16/2016,03/09/2016,02/17/2016,04/16/2016,0,1626172,1610612744
666,827,827,827,22418.0,2016-03-16,Wizards,,Alan Anderson,placed on IL with sprained left ankle,Alan Anderson,2015-16,sprained left ankle,foot,3,153,9,0,0,12,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,174,6,141,Regular Season,03/16/2016,03/09/2016,02/17/2016,04/16/2016,0,101187,1610612764
667,828,828,828,22420.0,2016-03-17,Pacers,,Ian Mahinmi,placed on IL with sore lower back,Ian Mahinmi,2015-16,sore lower back,back,2,20,2,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,1,0,25,5,142,Regular Season,03/17/2016,03/10/2016,02/18/2016,04/16/2016,0,101133,1610612754
668,829,829,829,22427.0,2016-03-18,76ers,,Richaun Holmes,placed on IL with strained right Achilles tendon ,Richaun Holmes,2015-16,strained right Achilles tendon ,foot,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,143,Regular Season,03/18/2016,03/11/2016,02/19/2016,04/16/2016,0,1626158,1610612755
669,830,830,830,22428.0,2016-03-18,Raptors,,James Johnson,placed on IL with left Achilles injury,James Johnson,2015-16,left Achilles injury,foot,2,25,0,0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,32,7,143,Regular Season,03/18/2016,03/11/2016,02/19/2016,04/16/2016,0,201949,1610612761
670,831,831,831,22443.0,2016-03-20,Raptors,,Patrick Patterson,placed on IL with sore left ankle,Patrick Patterson,2015-16,sore left ankle,foot,5,7,1,2,0,0,22,0,0,0,0,2,1,1,0,0,1,0,0,0,0,32,5,145,Regular Season,03/20/2016,03/13/2016,02/21/2016,04/16/2016,0,202335,1610612761
671,832,832,832,22441.0,2016-03-20,Mavericks,,Chandler Parsons,placed on IL with sore right hamstring / right knee injury (out for season),Chandler Parsons,2015-16,sore right hamstring ,knee,233,14,198,0,0,3,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,215,6,145,Regular Season,03/20/2016,03/13/2016,02/21/2016,04/16/2016,0,202718,1610612742
672,833,833,833,22440.0,2016-03-20,Knicks,,Lance Thomas,placed on IL with sprained/strained MCL in left knee (out for season),Lance Thomas,2015-16,sprained,knee,195,9,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,11,3,145,Regular Season,03/20/2016,03/13/2016,02/21/2016,04/16/2016,0,202498,1610612752
673,834,834,834,22453.0,2016-03-21,Wizards,,Alan Anderson,placed on IL with sore ankle,Alan Anderson,2015-16,sore ankle,foot,18,156,9,0,0,12,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,177,7,146,Regular Season,03/21/2016,03/14/2016,02/22/2016,04/16/2016,0,101187,1610612764
674,835,835,835,22447.0,2016-03-21,Bulls,,Cameron Bairstow,placed on IL with back injury,Cameron Bairstow,2015-16,back injury,back,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,146,Regular Season,03/21/2016,03/14/2016,02/22/2016,04/16/2016,0,203946,1610612741
675,836,836,836,22455.0,2016-03-22,Lakers,,Ryan Kelly,placed on IL with sprained left wrist,Ryan Kelly,2015-16,sprained left wrist,hand,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,2,147,Regular Season,03/22/2016,03/15/2016,02/23/2016,04/16/2016,0,203527,1610612747
676,837,837,837,22459.0,2016-03-22,Thunder,,Kyle Singler,placed on IL with sore lower back,Kyle Singler,2015-16,sore lower back,back,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,Regular Season,03/22/2016,03/15/2016,02/23/2016,04/16/2016,0,202713,1610612760
677,838,838,838,22461.0,2016-03-23,Trail Blazers,,Meyers Leonard,placed on IL with dislocated left shoulder (out for season),Meyers Leonard,2015-16,dislocated left shoulder ,upper body,192,28,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,3,0,0,46,5,148,Regular Season,03/23/2016,03/16/2016,02/24/2016,04/16/2016,0,203086,1610612757
678,839,839,839,22475.0,2016-03-25,Spurs,,Kawhi Leonard,placed on IL with bruised right quadriceps,Kawhi Leonard,2015-16,bruised right quadriceps,upper leg,5,0,34,0,2,0,0,62,0,0,3,0,4,0,2,0,0,3,0,0,1,101,10,150,Regular Season,03/25/2016,03/18/2016,02/26/2016,04/16/2016,0,202695,1610612759
679,840,840,840,22472.0,2016-03-25,Raptors,,Terrence Ross,placed on IL with strained left thumb,Terrence Ross,2015-16,strained left thumb,hand,5,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,10,3,150,Regular Season,03/25/2016,03/18/2016,02/26/2016,04/16/2016,0,203082,1610612761
680,841,841,841,22506.0,2016-03-30,Bucks,,Michael Carter-Williams,placed on IL with recovering from surgery on left hip to repair torn labrum (out for season),Michael Carter-Williams,2015-16,recovering from surgery on left hip to repair torn labrum ,core and hip,185,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2,155,Regular Season,03/30/2016,03/23/2016,03/02/2016,04/16/2016,0,203487,1610612749
681,842,842,842,22511.0,2016-03-30,Pelicans,,Eric Gordon,placed on IL with recovering from surgery to repair fractured right ring finger (out for season),Eric Gordon,2015-16,recovering from surgery to repair fractured right ring finger ,hand,185,3,136,27,0,0,0,56,45,5,0,1,2,3,0,0,0,4,3,1,0,272,14,155,Regular Season,03/30/2016,03/23/2016,03/02/2016,04/16/2016,0,201569,1610612740
682,843,843,843,22510.0,2016-03-30,Pelicans,,Anthony Davis,placed on IL recovering from surgery on left knee (out for season),Anthony Davis,2015-16,L recovering from surgery on left knee (out for season),knee,185,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,0,16,2,155,Regular Season,03/30/2016,03/23/2016,03/02/2016,04/16/2016,0,203076,1610612740
683,844,844,844,22526.0,2016-04-01,Kings,,Marco Belinelli,placed on IL with sore right foot (out for season),Marco Belinelli,2015-16,sore right foot ,foot,183,54,0,2,24,6,0,0,0,0,0,6,0,1,2,1,0,0,0,0,0,86,10,157,Regular Season,04/01/2016,03/25/2016,03/04/2016,04/16/2016,0,201158,1610612758
684,845,845,845,22527.0,2016-04-01,Knicks,,Jose Calderon,placed on IL with bruised right quadriceps (out for season),Jose Calderon,2015-16,bruised right quadriceps ,upper leg,91,236,4,28,6,3,4,0,0,27,0,5,1,2,2,1,1,0,0,2,0,308,14,157,Regular Season,04/01/2016,03/25/2016,03/04/2016,04/16/2016,0,101181,1610612752
685,846,846,846,22538.0,2016-04-02,Kings,,Omri Casspi,placed on IL with sore/strained right hamstring,Omri Casspi,2015-16,sore,upper leg,5,0,24,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,24,3,158,Regular Season,04/02/2016,03/26/2016,03/05/2016,04/16/2016,0,201956,1610612758
686,847,847,847,22536.0,2016-04-02,Bulls,,Derrick Rose,placed on IL with bruised left elbow,Derrick Rose,2015-16,bruised left elbow,arm,3,25,355,3,0,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,1,384,11,158,Regular Season,04/02/2016,03/26/2016,03/05/2016,04/16/2016,0,201565,1610612741
687,848,848,848,22553.0,2016-04-03,Magic,,C.J. Watson,placed on IL with sprained left ankle,C.J. Watson,2015-16,sprained left ankle,foot,3,79,0,0,25,0,15,0,0,0,0,3,0,0,1,0,3,0,0,0,0,119,7,159,Regular Season,04/03/2016,03/27/2016,03/06/2016,04/16/2016,0,201228,1610612753
688,849,849,849,22550.0,2016-04-03,Hornets,,Al Jefferson,placed on IL with bruised right quadriceps,Al Jefferson,2015-16,bruised right quadriceps,upper leg,2,57,275,17,19,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,368,11,159,Regular Season,04/03/2016,03/27/2016,03/06/2016,04/16/2016,0,2744,1610612766
689,850,850,850,22546.0,2016-04-03,Cavaliers,,Kyrie Irving,placed on IL with sprained right ankle,Kyrie Irving,2015-16,sprained right ankle,foot,2,0,62,0,0,0,15,20,19,0,5,1,3,0,0,0,1,1,1,0,1,121,8,159,Regular Season,04/03/2016,03/27/2016,03/06/2016,04/16/2016,0,202681,1610612739
690,851,851,851,22548.0,2016-04-03,Clippers,,Paul Pierce,placed on IL with sprained right ankle,Paul Pierce,2015-16,sprained right ankle,foot,3,68,12,0,2,0,0,9,0,0,0,4,1,0,1,0,0,2,0,0,0,91,8,159,Regular Season,04/03/2016,03/27/2016,03/06/2016,04/16/2016,0,1718,1610612746
691,852,852,852,22563.0,2016-04-05,Hornets,,Nicolas Batum,placed on IL with strained left knee,Nicolas Batum,2015-16,strained left knee,knee,3,4,14,0,0,3,0,3,271,0,0,1,4,0,0,1,0,1,2,0,0,295,9,161,Regular Season,04/05/2016,03/29/2016,03/08/2016,04/16/2016,0,201587,1610612766
692,853,853,853,22559.0,2016-04-05,Bulls,,E'Twaun Moore,placed on IL with left hamstring injury,E'Twaun Moore,2015-16,left hamstring injury,upper leg,4,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,161,Regular Season,04/05/2016,03/29/2016,03/08/2016,04/16/2016,0,202734,1610612741
693,854,854,854,22568.0,2016-04-05,Spurs,,Boris Diaw,placed on IL with sore right adductor,Boris Diaw,2015-16,sore right adductor,upper leg,8,0,0,0,0,43,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,45,6,161,Regular Season,04/05/2016,03/29/2016,03/08/2016,04/16/2016,0,2564,1610612759
