,Unnamed: 0,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration
0,18630.0,2013-10-29,76ers,,Jason Richardson,placed on IL recovering from surgery on left knee (out for season),Jason Richardson,2013-14,L recovering from surgery on left knee (out for season),knee,245
1,18632.0,2013-10-29,Clippers,,Maalik Wayns,placed on IL recovering from surgery on left knee to repair torn meniscus,Maalik Wayns,2013-14,L recovering from surgery on left knee to repair torn meniscus,knee,64
2,18633.0,2013-10-29,Heat,,Greg Oden,placed on IL with surgery on knee,Greg Oden,2013-14,surgery on knee,knee,78
3,18631.0,2013-10-29,76ers,,Nerlens Noel,placed on IL recovering from surgery on left knee (out for season),Nerlens Noel,2013-14,L recovering from surgery on left knee (out for season),knee,337
4,18637.0,2013-10-29,Magic,,Glen Davis,placed on IL recovering from surgery to repair fractured left foot,Glen Davis,2013-14,L recovering from surgery to repair fractured left foot,foot,25
5,18639.0,2013-10-29,Pacers,,Danny Granger,placed on IL with strained left calf,Danny Granger,2013-14,strained left calf,lower leg,52
6,18641.0,2013-10-29,Wizards,,Otto Porter Jr.,placed on IL with strained right hip flexor,Otto Porter Jr.,2013-14,strained right hip flexor,core and hip,38
7,18636.0,2013-10-29,Lakers,,Kobe Bryant,placed on IL recovering from surgery to repair torn left Achilles tendon,Kobe Bryant,2013-14,L recovering from surgery to repair torn left Achilles tendon,foot,40
8,18652.0,2013-10-30,Hawks,,Gustavo Ayon,placed on IL with strained rotator cuff in right shoulder,Gustavo Ayon,2013-14,strained rotator cuff in right shoulder,upper body,10
9,18648.0,2013-10-30,Bucks,,Ekpe Udoh,placed on IL recovering from arthroscopic surgery on right knee,Ekpe Udoh,2013-14,L recovering from arthroscopic surgery on right knee,knee,7
10,18650.0,2013-10-30,Cavaliers,,Sergey Karasev,placed on IL with sprained left ankle,Sergey Karasev,2013-14,sprained left ankle,foot,2
11,18651.0,2013-10-30,Celtics,,Rajon Rondo,placed on IL recovering from surgery on left / right  knee to repair torn ACL,Rajon Rondo,2013-14,L recovering from surgery on left / right  knee to repair torn ACL,knee,79
12,18653.0,2013-10-30,Hawks,,Lou Williams,placed on IL recovering from surgery on right knee,Lou Williams,2013-14,L recovering from surgery on right knee,knee,16
13,18657.0,2013-10-30,Jazz,,Jeremy Evans,placed on IL with strained right rotator cuff,Jeremy Evans,2013-14,strained right rotator cuff,upper body,21
14,18656.0,2013-10-30,Jazz,,Andris Biedrins,placed on IL with sprained left  / right ankle,Andris Biedrins,2013-14,sprained left  ,foot,30
15,18658.0,2013-10-30,Jazz,,Trey Burke,placed on IL recovering from surgery to repair fractured right index finger,Trey Burke,2013-14,L recovering from surgery to repair fractured right index finger,hand,21
16,18659.0,2013-10-30,Kings,,Carl Landry,placed on IL recovering from surgery on left hip to repair torn hip flexor muscle,Carl Landry,2013-14,L recovering from surgery on left hip to repair torn hip flexor muscle,core and hip,81
17,18643.0,2013-10-30,Blazers,,C.J. McCollum,placed on IL recovering from surgery on left foot to repair fracture,C.J. McCollum,2013-14,L recovering from surgery on left foot to repair fracture,foot,69
18,18642.0,2013-10-30,76ers,,Arnett Moultrie,placed on IL recovering from surgery on left ankle,Arnett Moultrie,2013-14,L recovering from surgery on left ankle,foot,102
19,18654.0,2013-10-30,Heat,,Dwyane Wade,placed on IL with sore knees,Dwyane Wade,2013-14,sore knees,knee,2
20,18644.0,2013-10-30,Blazers,,Earl Watson,placed on IL with strained left calf,Earl Watson,2013-14,strained left calf,lower leg,2
21,18667.0,2013-10-30,Nets,,Andrei Kirilenko,placed on IL with sore back,Andrei Kirilenko,2013-14,sore back,back,2
22,18671.0,2013-10-30,Pelicans,,Ryan Anderson,placed on IL with fractured toe on right foot,Ryan Anderson,2013-14,fractured toe on right foot,foot,17
23,18664.0,2013-10-30,Mavericks,,Brandan Wright,placed on IL with fractured left shoulder ,Brandan Wright,2013-14,fractured left shoulder ,upper body,45
24,18665.0,2013-10-30,Mavericks,,Devin Harris,placed on IL recovering from surgery on left foot/toe,Devin Harris,2013-14,L recovering from surgery on left foot/toe,foot,80
25,18666.0,2013-10-30,Mavericks,,Shane Larkin,placed on IL recovering from surgery to repair fractured right ankle,Shane Larkin,2013-14,L recovering from surgery to repair fractured right ankle,foot,19
26,18668.0,2013-10-30,Nuggets,,Danilo Gallinari,placed on IL recovering from surgery on left knee to repair torn ACL,Danilo Gallinari,2013-14,L recovering from surgery on left knee to repair torn ACL,knee,14
27,18669.0,2013-10-30,Nuggets,,Wilson Chandler,placed on IL with strained left hamstring,Wilson Chandler,2013-14,strained left hamstring,upper leg,14
28,18670.0,2013-10-30,Pelicans,,Darius Miller,placed on IL recovering from surgery on left foot to repair stress fracture,Darius Miller,2013-14,L recovering from surgery on left foot to repair stress fracture,foot,30
29,18679.0,2013-10-30,Thunder,,Russell Westbrook,placed on IL recovering from arthroscopic surgery on right knee,Russell Westbrook,2013-14,L recovering from arthroscopic surgery on right knee,knee,4
30,18672.0,2013-10-30,Pistons,,Brandon Jennings,placed on IL with impacted wisdom tooth,Brandon Jennings,2013-14,impacted wisdom tooth,head and neck,4
31,18681.0,2013-10-30,Timberwolves,,Chase Budinger,placed on IL recovering from surgery on left knee,Chase Budinger,2013-14,L recovering from surgery on left knee,knee,70
32,18682.0,2013-10-30,Warriors,,Festus Ezeli,placed on IL recovering from surgery on right knee (out for season),Festus Ezeli,2013-14,L recovering from surgery on right knee (out for season),knee,336
33,18683.0,2013-10-30,Wizards,,Chris Singleton,placed on IL recovering from surgery on left foot to repair fractured bone,Chris Singleton,2013-14,L recovering from surgery on left foot to repair fractured bone,foot,27
34,18673.0,2013-10-30,Pistons,,Rodney Stuckey,placed on IL recovering from surgery to repair fractured right thumb,Rodney Stuckey,2013-14,L recovering from surgery to repair fractured right thumb,hand,2
35,18688.0,2013-11-01,Bobcats,,Al Jefferson,placed on IL with sprained right ankle,Al Jefferson,2013-14,sprained right ankle,foot,10
36,18704.0,2013-11-01,Spurs,,Tim Duncan,placed on IL with bruised chest,Tim Duncan,2013-14,bruised chest,upper body,0
37,18699.0,2013-11-01,Raptors,,Steve Novak,placed on IL with back injury,Steve Novak,2013-14,back injury,back,7
38,18702.0,2013-11-01,Rockets,,Patrick Beverley,placed on IL with rib injury,Patrick Beverley,2013-14,rib injury,core and hip,4
39,18711.0,2013-11-03,Timberwolves,,Ronny Turiaf,placed on IL with fractured right elbow,Ronny Turiaf,2013-14,fractured right elbow,arm,64
40,18715.0,2013-11-05,Blazers,,Joel Freeland,placed on IL with strained left hip,Joel Freeland,2013-14,strained left hip,core and hip,3
41,18727.0,2013-11-06,Bucks,,Luke Ridnour,placed on IL with back injury,Luke Ridnour,2013-14,back injury,back,9
42,18733.0,2013-11-06,Spurs,,Matt Bonner,placed on IL with calf injury,Matt Bonner,2013-14,calf injury,lower leg,9
43,18740.0,2013-11-08,Knicks,,Tyson Chandler,placed on IL with fractured right fibula,Tyson Chandler,2013-14,fractured right fibula,lower leg,40
44,18750.0,2013-11-09,Heat,,Udonis Haslem,placed on IL with back spasms,Udonis Haslem,2013-14,back spasms,back,3
45,18752.0,2013-11-09,Nets,,Andrei Kirilenko,placed on IL with back injury,Andrei Kirilenko,2013-14,back injury,back,52
46,18756.0,2013-11-10,Thunder,,Nick Collison,placed on IL with bruised left hip,Nick Collison,2013-14,bruised left hip,core and hip,3
47,18765.0,2013-11-11,Raptors,,Steve Novak,placed on IL with back injury,Steve Novak,2013-14,back injury,back,4
48,18762.0,2013-11-11,Nuggets,,JaVale McGee,placed on IL with stress fracture in left tibia (out for season),JaVale McGee,2013-14,stress fracture in left tibia ,lower leg,324
49,18769.0,2013-11-12,Lakers,,Steve Nash,placed on IL with sore back,Steve Nash,2013-14,sore back,back,84
50,18771.0,2013-11-12,Warriors,,Toney Douglas,placed on IL with stress reaction in left tibia,Toney Douglas,2013-14,stress reaction in left tibia,lower leg,27
51,18785.0,2013-11-15,Bobcats,,Al Jefferson,placed on IL with ankle injury,Al Jefferson,2013-14,ankle injury,foot,7
52,18786.0,2013-11-15,Bucks,,Larry Sanders,placed on IL recovering from surgery on right thumb to repaor torn ligament,Larry Sanders,2013-14,L recovering from surgery on right thumb to repaor torn ligament,hand,42
53,18792.0,2013-11-15,Pistons,,Chauncey Billups,placed on IL with tendinitis in knee,Chauncey Billups,2013-14,tendinitis in knee,knee,25
54,18807.0,2013-11-16,Pelicans,,Greg Stiemsma,placed on IL with sprained MCL in left knee,Greg Stiemsma,2013-14,sprained MCL in left knee,knee,44
55,18806.0,2013-11-16,Nets,,Paul Pierce,placed on IL with groin injury,Paul Pierce,2013-14,groin injury,upper leg,2
56,18803.0,2013-11-16,Knicks,,Metta World Peace,placed on IL with sore left knee,Metta World Peace,2013-14,sore left knee,knee,4
57,18805.0,2013-11-16,Nets,,Kevin Garnett,placed on IL with sprained right ankle,Kevin Garnett,2013-14,sprained right ankle,foot,2
58,18811.0,2013-11-17,Cavaliers,,Will Bynum,placed on IL with groin injury,Will Bynum,2013-14,groin injury,upper leg,8
59,18816.0,2013-11-18,Nets,,Brook Lopez,placed on IL with sprained left ankle,Brook Lopez,2013-14,sprained left ankle,foot,11
60,18821.0,2013-11-18,Warriors,,Jermaine O'Neal,placed on IL with bruised right knee,Jermaine O'Neal,2013-14,bruised right knee,knee,8
61,18822.0,2013-11-19,Hawks,,Paul Millsap,placed on IL with right elbow tendinitis,Paul Millsap,2013-14,right elbow tendinitis,arm,1
62,18824.0,2013-11-19,Heat,,Dwyane Wade,placed on IL with sore left knee,Dwyane Wade,2013-14,sore left knee,knee,4
63,18826.0,2013-11-20,Cavaliers,,Tyler Zeller,placed on IL with sprained right ankle,Tyler Zeller,2013-14,sprained right ankle,foot,2
64,18836.0,2013-11-20,Warriors,,Stephen Curry,placed on IL with concussion,Stephen Curry,2013-14,concussion,head and neck,3
65,18830.0,2013-11-20,Jazz,,Marvin Williams,placed on IL with fractured nose ,Marvin Williams,2013-14,fractured nose ,head and neck,2
66,18837.0,2013-11-21,Bulls,,Jimmy Butler,placed on IL with turf toe,Jimmy Butler,2013-14,turf toe,foot,22
67,18842.0,2013-11-22,Cavaliers,,C.J. Miles,placed on IL with right calf injury,C.J. Miles,2013-14,right calf injury,lower leg,8
68,18850.0,2013-11-22,Raptors,,Quincy Acy,placed on IL with sprained right ankle,Quincy Acy,2013-14,sprained right ankle,foot,7
69,18861.0,2013-11-23,Warriors,,Andre Iguodala,placed on IL with strained left hamstring,Andre Iguodala,2013-14,strained left hamstring,upper leg,24
70,18859.0,2013-11-23,Spurs,,Boris Diaw,placed on IL with rib injury,Boris Diaw,2013-14,rib injury,core and hip,2
71,18857.0,2013-11-23,Magic,,Tobias Harris,placed on IL with sprained left ankle,Tobias Harris,2013-14,sprained left ankle,foot,1
72,18864.0,2013-11-24,Magic,,Kyle O'Quinn,placed on IL with sprained right ankle,Kyle O'Quinn,2013-14,sprained right ankle,foot,2
73,18866.0,2013-11-24,Thunder,,Russell Westbrook,placed on IL with knee injury,Russell Westbrook,2013-14,knee injury,knee,3
74,18863.0,2013-11-24,Bulls,,Derrick Rose,placed on IL with torn meniscus in right knee (out for season),Derrick Rose,2013-14,torn meniscus in right knee ,knee,311
75,18870.0,2013-11-25,Heat,,Mario Chalmers,placed on IL with strained hip flexor,Mario Chalmers,2013-14,strained hip flexor,core and hip,2
76,18869.0,2013-11-25,Grizzlies,,Marc Gasol,placed on IL with sprained MCL in left knee,Marc Gasol,2013-14,sprained MCL in left knee,knee,50
77,18871.0,2013-11-25,Jazz,,Enes Kanter,placed on IL with sprained right ankle,Enes Kanter,2013-14,sprained right ankle,foot,4
78,18880.0,2013-11-26,Wizards,,Bradley Beal,placed on IL with stress injury in right fibula,Bradley Beal,2013-14,stress injury in right fibula,lower leg,20
79,18875.0,2013-11-26,Magic,,Tobias Harris,placed on IL with left ankle injury,Tobias Harris,2013-14,left ankle injury,foot,17
80,18878.0,2013-11-26,Warriors,,Ognjen Kuzmic,placed on IL with fractured right hand,Ognjen Kuzmic,2013-14,fractured right hand,hand,35
81,18893.0,2013-11-29,Hawks,,Kyle Korver,placed on IL with bruised ribs,Kyle Korver,2013-14,bruised ribs,core and hip,5
82,18892.0,2013-11-29,Cavaliers,,Will Bynum,placed on IL with strained left hip,Will Bynum,2013-14,strained left hip,core and hip,16
83,18890.0,2013-11-29,Bobcats,,Michael Kidd-Gilchrist,placed on IL with foot injury,Michael Kidd-Gilchrist,2013-14,foot injury,foot,2
84,18909.0,2013-11-29,Spurs,,Tony Parker,placed on IL with sprained ankle,Tony Parker,2013-14,sprained ankle,foot,1
85,18902.0,2013-11-29,Nets,,Jason Terry,placed on IL with bruised left knee,Jason Terry,2013-14,bruised left knee,knee,24
86,18917.0,2013-11-30,Suns,,Alex Len,placed on IL with left ankle injury,Alex Len,2013-14,left ankle injury,foot,38
87,18922.0,2013-12-02,Pelicans,,Anthony Davis,placed on IL with fractured left hand,Anthony Davis,2013-14,fractured left hand,hand,16
88,18926.0,2013-12-03,Kings,,DeMarcus Cousins,placed on IL with ankle injury,DeMarcus Cousins,2013-14,ankle injury,foot,3
89,18936.0,2013-12-04,Jazz,,Marvin Williams,placed on IL with heel injury,Marvin Williams,2013-14,heel injury,foot,7
90,18940.0,2013-12-06,Bobcats,,Michael Kidd-Gilchrist,placed on IL with fractured left hand,Michael Kidd-Gilchrist,2013-14,fractured left hand,hand,39
91,18947.0,2013-12-06,Wizards,,Kevin Seraphin,placed on IL with knee injury,Kevin Seraphin,2013-14,knee injury,knee,3
92,18952.0,2013-12-07,Heat,,Michael Beasley,placed on IL with strained left hamstring,Michael Beasley,2013-14,strained left hamstring,upper leg,1
93,18954.0,2013-12-07,Jazz,,Derrick Favors,placed on IL with sore lower back,Derrick Favors,2013-14,sore lower back,back,4
94,18959.0,2013-12-08,Heat,,Dwyane Wade,placed on IL with resting knees,Dwyane Wade,2013-14,resting knees,knee,2
95,18962.0,2013-12-08,Raptors,,Tyler Hansbrough,placed on IL with sprained left shoulder,Tyler Hansbrough,2013-14,sprained left shoulder,upper body,5
96,18966.0,2013-12-09,Wizards,,Al Harrington,placed on IL recovering from arthroscopic surgery on right knee,Al Harrington,2013-14,L recovering from arthroscopic surgery on right knee,knee,75
97,18968.0,2013-12-10,Heat,,Michael Beasley,placed on IL with strained left hamstring,Michael Beasley,2013-14,strained left hamstring,upper leg,13
98,18970.0,2013-12-10,Pistons,,Rodney Stuckey,placed on IL with knee injury,Rodney Stuckey,2013-14,knee injury,knee,1
99,18972.0,2013-12-10,Spurs,,Tiago Splitter,placed on IL with left calf injury,Tiago Splitter,2013-14,left calf injury,lower leg,6
100,18974.0,2013-12-10,Thunder,,Thabo Sefolosha,placed on IL with sprained right knee,Thabo Sefolosha,2013-14,sprained right knee,knee,5
101,18976.0,2013-12-11,Clippers,,J.J. Redick,placed on IL with fractured right hand,J.J. Redick,2013-14,fractured right hand,hand,30
102,18994.0,2013-12-13,Warriors,,Jermaine O'Neal,placed on IL recovering from arthroscopic surgery on right wrist to repair torn ligament,Jermaine O'Neal,2013-14,L recovering from arthroscopic surgery on right wrist to repair torn ligament,hand,53
103,18995.0,2013-12-14,Cavaliers,,Tyler Zeller,placed on IL with sprained right ankle,Tyler Zeller,2013-14,sprained right ankle,foot,3
104,19012.0,2013-12-16,Wizards,,Nene,placed on IL with right foot tendinitis,Nene,2013-14,right foot tendinitis,foot,2
105,19021.0,2013-12-18,Knicks,,Pablo Prigioni,placed on IL fractured right toe,Pablo Prigioni,2013-14,L fractured right toe,foot,35
106,19028.0,2013-12-18,Pistons,,Rodney Stuckey,placed on IL with sore right shoulder,Rodney Stuckey,2013-14,sore right shoulder,upper body,3
107,19020.0,2013-12-18,Knicks,,Amar'e Stoudemire,placed on IL with sore right knee,Amar'e Stoudemire,2013-14,sore right knee,knee,2
108,19035.0,2013-12-18,Spurs,,Tony Parker,placed on IL with bruised right shin,Tony Parker,2013-14,bruised right shin,lower leg,3
109,19038.0,2013-12-18,Wizards,,Glen Rice,placed on IL recovering from surgery on fractured right wrist,Glen Rice,2013-14,L recovering from surgery on fractured right wrist,hand,47
110,19046.0,2013-12-20,Lakers,,Kobe Bryant,placed on IL with fractured left tibia (out for season),Kobe Bryant,2013-14,fractured left tibia ,lower leg,285
111,19042.0,2013-12-20,Cavaliers,,Dion Waiters,placed on IL with sore right wrist,Dion Waiters,2013-14,sore right wrist,hand,6
112,19055.0,2013-12-21,Pelicans,,Jason Smith,placed on IL with bone bruise in right knee,Jason Smith,2013-14,bone bruise in right knee,knee,6
113,19053.0,2013-12-21,Knicks,,Kenyon Martin,placed on IL with strained abdominal muscle,Kenyon Martin,2013-14,strained abdominal muscle,core and hip,4
114,19054.0,2013-12-21,Magic,,E'Twaun Moore,placed on IL with bruised thigh,E'Twaun Moore,2013-14,bruised thigh,upper leg,8
115,19065.0,2013-12-23,Hawks,,Cartier Martin,placed on IL with sprained left ankle,Cartier Martin,2013-14,sprained left ankle,foot,3
116,19067.0,2013-12-23,Heat,,Dwyane Wade,placed on IL with sore knee,Dwyane Wade,2013-14,sore knee,knee,2
117,19073.0,2013-12-23,Rockets,,Patrick Beverley,placed on IL with fractured right hand,Patrick Beverley,2013-14,fractured right hand,hand,27
118,19079.0,2013-12-25,Knicks,,Raymond Felton,placed on IL with strained left hamstring,Raymond Felton,2013-14,strained left hamstring,upper leg,13
119,19085.0,2013-12-26,Hawks,,John Jenkins,placed on IL with leg injury,John Jenkins,2013-14,leg injury,upper leg,114
120,19089.0,2013-12-27,Heat,,Dwyane Wade,placed on IL with sore knee,Dwyane Wade,2013-14,sore knee,knee,1
121,19091.0,2013-12-27,Pelicans,,Eric Gordon,placed on IL with bruised right hip,Eric Gordon,2013-14,bruised right hip,core and hip,5
122,19094.0,2013-12-27,Thunder,,Russell Westbrook,placed on IL recovering from arthroscopic surgery on right knee,Russell Westbrook,2013-14,L recovering from arthroscopic surgery on right knee,knee,55
123,19098.0,2013-12-28,Hawks,,Al Horford,placed on IL with torn right pectoral muscle (out for season),Al Horford,2013-14,torn right pectoral muscle ,upper body,112
124,19099.0,2013-12-28,Heat,,LeBron James,placed on IL with strained right groin,LeBron James,2013-14,strained right groin,upper leg,2
125,19104.0,2013-12-29,Warriors,,Nemanja Nedovic,placed on IL with strained left hamstring,Nemanja Nedovic,2013-14,strained left hamstring,upper leg,39
126,19108.0,2013-12-30,Pelicans,,Jason Smith,placed on IL with bone bruise in right knee,Jason Smith,2013-14,bone bruise in right knee,knee,8
127,19106.0,2013-12-30,Heat,,Chris Andersen,placed on IL with back injury,Chris Andersen,2013-14,back injury,back,3
128,19118.0,2014-01-02,Cavaliers,,Kyrie Irving,placed on IL with bruised left knee,Kyrie Irving,2013-14,bruised left knee,knee,5
129,19130.0,2014-01-04,Heat,,Shane Battier,placed on IL with sore quadriceps,Shane Battier,2013-14,sore quadriceps,upper leg,11
130,19136.0,2014-01-06,Clippers,,Chris Paul,placed on IL with separated right shoulder,Chris Paul,2013-14,separated right shoulder,upper body,34
131,19146.0,2014-01-07,Cavaliers,,Jarrett Jack,placed on IL with back spasms,Jarrett Jack,2013-14,back spasms,back,3
132,19149.0,2014-01-07,Knicks,,Metta World Peace,placed on IL with sore left knee,Metta World Peace,2013-14,sore left knee,knee,17
133,19154.0,2014-01-07,Suns,,Eric Bledsoe,placed on IL with sprained right knee,Eric Bledsoe,2013-14,sprained right knee,knee,64
134,19158.0,2014-01-08,Pacers,,Lance Stephenson,placed on IL with bruised right knee,Lance Stephenson,2013-14,bruised right knee,knee,2
135,19156.0,2014-01-08,Mavericks,,Shawn Marion,placed on IL with bruised right shoulder,Shawn Marion,2013-14,bruised right shoulder,upper body,28
136,19160.0,2014-01-08,Timberwolves,,Luc Mbah a Moute,placed on IL with strained left groin,Luc Mbah a Moute,2013-14,strained left groin,upper leg,2
137,19171.0,2014-01-11,Nets,,Deron Williams,placed on IL with sprained left ankle,Deron Williams,2013-14,sprained left ankle,foot,9
138,19174.0,2014-01-12,Spurs,,Tiago Splitter,placed on IL with sprained right shoulder,Tiago Splitter,2013-14,sprained right shoulder,upper body,20
139,19179.0,2014-01-13,Mavericks,,Shane Larkin,placed on IL with sprained right ankle,Shane Larkin,2013-14,sprained right ankle,foot,2
140,19177.0,2014-01-13,Jazz,,Gordon Hayward,placed on IL with strained left hip flexor,Gordon Hayward,2013-14,strained left hip flexor,core and hip,8
141,19182.0,2014-01-14,Bobcats,,Jeffery Taylor,placed on IL with torn right Achilles tendon (out for season),Jeffery Taylor,2013-14,torn right Achilles tendon ,foot,168
142,19191.0,2014-01-15,Heat,,Mario Chalmers,placed on IL with strained right Achilles,Mario Chalmers,2013-14,strained right Achilles,foot,2
143,19190.0,2014-01-15,Heat,,Chris Andersen,placed on IL with body soreness / knee injury,Chris Andersen,2013-14,body soreness ,knee,5
144,19198.0,2014-01-15,Spurs,,Danny Green,placed on IL with fractured left index finger,Danny Green,2013-14,fractured left index finger,hand,19
145,19194.0,2014-01-15,Mavericks,,Gal Mekel,placed on IL with bruised knee,Gal Mekel,2013-14,bruised knee,knee,55
146,19212.0,2014-01-18,Rockets,,Francisco Garcia,placed on IL with left knee tendinitis,Francisco Garcia,2013-14,left knee tendinitis,knee,4
147,19223.0,2014-01-20,Heat,,Dwyane Wade,placed on IL with sore knees,Dwyane Wade,2013-14,sore knees,knee,6
148,19228.0,2014-01-20,Rockets,,Omer Asik,placed on IL with bruised right thigh,Omer Asik,2013-14,bruised right thigh,upper leg,18
149,19230.0,2014-01-21,Jazz,,Derrick Favors,placed on IL with hip injury,Derrick Favors,2013-14,hip injury,core and hip,17
150,19250.0,2014-01-24,Knicks,,Andrea Bargnani,placed on IL with torn ligament in left elbow (out for season),Andrea Bargnani,2013-14,torn ligament in left elbow ,arm,158
151,19248.0,2014-01-24,Kings,,DeMarcus Cousins,placed on IL with ankle injury,DeMarcus Cousins,2013-14,ankle injury,foot,8
152,19256.0,2014-01-24,Spurs,,Kawhi Leonard,placed on IL with fractured right hand,Kawhi Leonard,2013-14,fractured right hand,hand,33
153,19260.0,2014-01-25,Hawks,,Pero Antic,placed on IL with stress fracture in right ankle,Pero Antic,2013-14,stress fracture in right ankle,foot,41
154,19272.0,2014-01-28,Cavaliers,,Anderson Varejao,placed on IL with bruised left knee,Anderson Varejao,2013-14,bruised left knee,knee,4
155,19274.0,2014-01-28,Knicks,,Amar'e Stoudemire,placed on IL with sprained left ankle,Amar'e Stoudemire,2013-14,sprained left ankle,foot,4
156,19275.0,2014-02-01,Knicks,,Iman Shumpert,placed on IL with sprained right shoulder,Iman Shumpert,2013-14,sprained right shoulder,upper body,2
157,19295.0,2014-02-04,Lakers,,Xavier Henry,placed on IL with bone bruise in right knee,Xavier Henry,2013-14,bone bruise in right knee,knee,27
158,19300.0,2014-02-05,Bucks,,Caron Butler,placed on IL with ankle injury,Caron Butler,2013-14,ankle injury,foot,13
159,19303.0,2014-02-05,Clippers,,J.J. Redick,placed on IL with back injury,J.J. Redick,2013-14,back injury,back,57
160,19302.0,2014-02-05,Celtics,,Vitor Faverani,placed on IL with knee injury,Vitor Faverani,2013-14,knee injury,knee,14
161,19306.0,2014-02-05,Pelicans,,Jrue Holiday,placed on IL with stress fracture in right ankle/tibia (out for season),Jrue Holiday,2013-14,stress fracture in right ankle,foot,238
162,19313.0,2014-02-06,Warriors,,Andrew Bogut,placed on IL with sore shoulder,Andrew Bogut,2013-14,sore shoulder,upper body,18
163,19314.0,2014-02-06,Warriors,,David Lee,placed on IL with sore shoulder,David Lee,2013-14,sore shoulder,upper body,4
164,19312.0,2014-02-06,Spurs,,Tony Parker,placed on IL with sore lower back,Tony Parker,2013-14,sore lower back,back,2
165,19322.0,2014-02-07,Kings,,Marcus Thornton,placed on IL with hip injury,Marcus Thornton,2013-14,hip injury,core and hip,2
166,19332.0,2014-02-08,Timberwolves,,Kevin Martin,placed on IL with fractured left thumb,Kevin Martin,2013-14,fractured left thumb,hand,21
167,19334.0,2014-02-09,76ers,,Brandon Davies,placed on IL with fractured right pinky finger,Brandon Davies,2013-14,fractured right pinky finger,hand,34
168,19343.0,2014-02-10,Warriors,,Jermaine O'Neal,placed on IL with sore right wrist  / back injury ,Jermaine O'Neal,2013-14,sore right wrist  ,hand,9
169,19340.0,2014-02-10,Raptors,,Amir Johnson,placed on IL with ankle injury,Amir Johnson,2013-14,ankle injury,foot,8
170,19342.0,2014-02-10,Rockets,,Greg Smith,placed on IL with sore right knee,Greg Smith,2013-14,sore right knee,knee,9
171,19346.0,2014-02-11,Heat,,Dwyane Wade,placed on IL with migraine headache,Dwyane Wade,2013-14,migraine headache,head and neck,7
172,19349.0,2014-02-12,Cavaliers,,Anderson Varejao,placed on IL with sore back,Anderson Varejao,2013-14,sore back,back,6
173,19350.0,2014-02-12,Clippers,,Willie Green,placed on IL with hip injury ,Willie Green,2013-14,hip injury ,core and hip,6
174,19348.0,2014-02-12,Blazers,,Joel Freeland,placed on IL wiwth sprained MCL in right knee,Joel Freeland,2013-14,L wiwth sprained MCL in right knee,knee,63
175,19356.0,2014-02-18,Bucks,,Larry Sanders,placed on IL recovering from surgery to repair fractured orbital bone,Larry Sanders,2013-14,L recovering from surgery to repair fractured orbital bone,head and neck,50
176,19370.0,2014-02-18,Spurs,,Tony Parker,placed on IL with sore back,Tony Parker,2013-14,sore back,back,12
177,19374.0,2014-02-19,Blazers,,Meyers Leonard,placed on IL with sprained left ankle,Meyers Leonard,2013-14,sprained left ankle,foot,10
178,19378.0,2014-02-19,Jazz,,Derrick Favors,placed on IL with sprained right hip,Derrick Favors,2013-14,sprained right hip,core and hip,5
179,19376.0,2014-02-19,Celtics,,Avery Bradley,placed on IL with sore right ankle,Avery Bradley,2013-14,sore right ankle,foot,18
180,19380.0,2014-02-19,Kings,,DeMarcus Cousins,placed on IL with strained left hip flexor,DeMarcus Cousins,2013-14,strained left hip flexor,core and hip,2
181,19387.0,2014-02-21,Knicks,,Iman Shumpert,placed on IL with sprained MCL in knee,Iman Shumpert,2013-14,sprained MCL in knee,knee,9
182,19391.0,2014-02-22,Kings,,Jason Terry,placed on IL recovering from surgery on left knee (out for season),Jason Terry,2013-14,L recovering from surgery on left knee (out for season),knee,221
183,19398.0,2014-02-23,Thunder,,Kendrick Perkins,placed on IL with left groin injury,Kendrick Perkins,2013-14,left groin injury,upper leg,39
184,19393.0,2014-02-23,Cavaliers,,Anderson Varejao,placed on IL with sore back,Anderson Varejao,2013-14,sore back,back,13
185,19395.0,2014-02-23,Heat,,LeBron James,placed on IL with fractured nose,LeBron James,2013-14,fractured nose,head and neck,4
186,19404.0,2014-02-25,Magic,,Arron Afflalo,placed on IL with sprained right ankle,Arron Afflalo,2013-14,sprained right ankle,foot,8
187,19405.0,2014-02-25,Wizards,,Nene,placed on IL with left knee injury,Nene,2013-14,left knee injury,knee,43
188,19413.0,2014-02-28,Kings,,Carl Landry,placed on IL with torn medial meniscus in right knee (out for season),Carl Landry,2013-14,torn medial meniscus in right knee ,knee,215
189,19414.0,2014-03-01,Blazers,,Thomas Robinson,placed on IL with strained patella in left knee,Thomas Robinson,2013-14,strained patella in left knee,knee,6
190,19419.0,2014-03-01,Pistons,,Josh Harrellson,placed on IL with knee injury,Josh Harrellson,2013-14,knee injury,knee,34
191,19426.0,2014-03-02,Raptors,,Terrence Ross,placed on IL with sprained left ankle,Terrence Ross,2013-14,sprained left ankle,foot,5
192,19435.0,2014-03-03,Timberwolves,,Ronny Turiaf,placed on IL with bone bruise in right knee,Ronny Turiaf,2013-14,bone bruise in right knee,knee,30
193,19431.0,2014-03-03,Heat,,Dwyane Wade,placed on IL with sore knees,Dwyane Wade,2013-14,sore knees,knee,1
